DISTCODE地区代码,County Name,County Name E,City Name,City Name E,Province Name,Province Name E,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
210402,新抚区,Xinfu District,抚顺市,Fushun City,辽宁省,Liaoning Province,0.022781014,0.03044779,0.029732669,0.032716849,0.025685159,0.028598659,0.025554193,0.033563979,0.036332999,0.032373841,0.028253571,0.02936991,0.034631465,0.035686479,0.031256461,0.031179544,0.032875881,0.033334266
210403,东洲区,Dongzhou District,抚顺市,Fushun City,辽宁省,Liaoning Province,0.220738528,0.268040568,0.279795794,0.306770638,0.29276241,0.320383636,0.315451325,0.306742086,0.330424073,0.321360346,0.286441467,0.310661337,0.321556479,0.316075963,0.28328061,0.284109947,0.310731839,0.296985744
210404,望花区,Wanghua District,抚顺市,Fushun City,辽宁省,Liaoning Province,0.204475518,0.251831979,0.259755348,0.284509389,0.271654673,0.307925745,0.299626438,0.290819678,0.31830768,0.308458392,0.276149525,0.298651633,0.302151571,0.296784885,0.269114055,0.271642423,0.294153199,0.285719373
210411,顺城区,Shuncheng District,抚顺市,Fushun City,辽宁省,Liaoning Province,0.318897757,0.377949663,0.408887679,0.451346974,0.444068374,0.504393716,0.489015961,0.470516191,0.524636001,0.503940281,0.451679479,0.499457404,0.498500607,0.493052281,0.432576052,0.405108754,0.454131714,0.437447794
210421,抚顺县,Fushun County,抚顺市,Fushun City,辽宁省,Liaoning Province,3.109099739,3.913068842,4.095991571,4.390971781,4.250077045,4.69874568,4.672513833,4.331888663,4.861252487,4.820280074,4.104252634,4.606641175,4.706789198,4.607463256,3.958651291,3.994858446,4.373951944,4.00199025
210422,新宾满族自治县,Xinbin Manchu Autonomous County,抚顺市,Fushun City,辽宁省,Liaoning Province,7.486574688,9.697126932,10.04465544,10.4522382,9.923803672,10.63878273,10.77080153,9.861963059,10.64516255,11.03119144,9.206738004,10.29812996,10.6905167,10.56707988,9.379026739,9.672923799,10.39126585,9.751765022
210423,清原满族自治县,Qingyuan Manchu Autonomous County,抚顺市,Fushun City,辽宁省,Liaoning Province,6.222002613,7.796873841,8.576389134,8.965211045,8.575223764,9.372698923,9.252418145,8.703928635,9.420388393,9.751041734,8.087862859,9.206927313,9.384016894,9.328040693,8.487404563,8.228297574,9.14274961,8.745212928
210502,平山区,Pingshan District,本溪市,Benxi City,辽宁省,Liaoning Province,0.233301989,0.301758747,0.286677709,0.308897437,0.309218568,0.336476817,0.327121614,0.304020409,0.343101779,0.328953121,0.28949289,0.317410564,0.337502718,0.32319803,0.270359446,0.290714219,0.317464492,0.281675564
210503,溪湖区,Xihu District,本溪市,Benxi City,辽宁省,Liaoning Province,0.391802095,0.498809507,0.498830532,0.531406643,0.528142333,0.578995638,0.565395779,0.534396968,0.597508305,0.572949049,0.503678068,0.55356502,0.57765448,0.554878943,0.489160019,0.495993684,0.537966514,0.489800687
210504,明山区,Mingshan District,本溪市,Benxi City,辽宁省,Liaoning Province,0.552134869,0.732438146,0.724516709,0.777503013,0.775106298,0.872382373,0.853300192,0.78445071,0.904199727,0.869065236,0.744662533,0.831695908,0.877198304,0.838388438,0.698917318,0.725142364,0.796912061,0.705504218
210505,南芬区,Nanfen District,本溪市,Benxi City,辽宁省,Liaoning Province,0.588711964,0.787689067,0.737013404,0.798332688,0.807400941,0.878080638,0.880203077,0.799553387,0.893133197,0.871749285,0.742509551,0.839282739,0.891775238,0.83136831,0.699112192,0.747076644,0.815199687,0.723787355
210521,本溪满族自治县,Benxi Manchu Autonomous County,本溪市,Benxi City,辽宁省,Liaoning Province,5.653581431,7.345783806,7.147921325,7.631679122,7.500945612,8.048584987,8.079377818,7.36912656,8.140652515,8.178364394,6.874733621,7.694707425,8.193877753,7.789919144,6.713186254,7.115704165,7.672050463,7.008794574
210522,桓仁满族自治县,Huanren Manchu Autonomous County,本溪市,Benxi City,辽宁省,Liaoning Province,6.472154395,8.263481134,8.293474275,8.595272164,8.261855216,8.507075114,8.673992053,8.04240484,8.529333503,8.720309292,7.220603502,7.936521334,8.524445518,8.296702972,7.964588465,7.881231605,8.481424492,8.419863424
210602,元宝区,Yuanbao District,丹东市,Dandong City,辽宁省,Liaoning Province,0.140460262,0.159898144,0.158780975,0.163599915,0.16364068,0.169029494,0.161938587,0.162379162,0.17071685,0.168015596,0.147358738,0.159655017,0.16898622,0.167743203,0.157130412,0.154131784,0.164344347,0.164677678
210603,振兴区,Zhenxing District,丹东市,Dandong City,辽宁省,Liaoning Province,0.132279672,0.150179983,0.15062772,0.156408931,0.151317831,0.157086798,0.148512447,0.146129337,0.148290387,0.147616276,0.129104326,0.131601666,0.137200887,0.139403399,0.139753185,0.138363641,0.141679513,0.139987906
210604,振安区,Zhenan District,丹东市,Dandong City,辽宁省,Liaoning Province,1.148316847,1.303077299,1.299264093,1.351159119,1.353766007,1.39153804,1.342761499,1.315263418,1.394726007,1.379500007,1.200955606,1.292935557,1.384492552,1.357230765,1.284261471,1.255596456,1.333419729,1.336388402
210624,宽甸满族自治县,Kuandian Manchu Autonomous County,丹东市,Dandong City,辽宁省,Liaoning Province,11.35187812,13.81255401,13.73514771,14.28460354,14.08500235,14.39788435,14.34555032,13.51328118,14.64714348,14.61159516,12.22331745,13.22771479,14.46854067,13.74455202,13.17044587,12.88525769,14.12553678,14.01008537
210681,东港市,Donggang City,丹东市,Dandong City,辽宁省,Liaoning Province,4.664808147,5.18462947,5.195669988,5.320101352,5.229560184,5.376357702,5.305588543,5.15793809,5.372814983,5.318432302,4.781828833,5.00678257,5.379895945,5.183208957,5.092691203,5.012590042,5.16020917,5.155781304
210682,凤城市,Fengcheng City,丹东市,Dandong City,辽宁省,Liaoning Province,9.394753271,11.18108563,10.85705175,11.49604088,11.62866273,11.99329729,11.81141766,11.26535193,12.06880057,12.00006886,10.34086643,11.28692997,12.30780645,11.65430224,10.44400919,10.73043068,11.34302008,10.9778599
210702,古塔区,Guta District,锦州市,Jinzhou City,辽宁省,Liaoning Province,0.019788763,0.026658895,0.024871108,0.023646688,0.028968565,0.029438261,0.026020591,0.0271219,0.028409213,0.025216354,0.027437707,0.030032405,0.031461564,0.026099542,0.023614573,0.022867877,0.025742252,0.02416991
210703,凌河区,Linghe District,锦州市,Jinzhou City,辽宁省,Liaoning Province,0.041668201,0.050499921,0.051428399,0.049013477,0.059443808,0.059341769,0.052413438,0.056409773,0.059503235,0.052843569,0.05150426,0.05878151,0.061984463,0.052777644,0.049412079,0.047959648,0.052662612,0.050386799
210711,太和区,Taihe District,锦州市,Jinzhou City,辽宁省,Liaoning Province,0.312826964,0.394866285,0.38849585,0.369659196,0.450744589,0.45417974,0.397288208,0.429394897,0.458643122,0.409627773,0.41214957,0.459703972,0.496429693,0.418803616,0.391695112,0.388628746,0.420457261,0.392968394
210726,黑山县,Heishan County,锦州市,Jinzhou City,辽宁省,Liaoning Province,2.222228929,2.709173207,2.831603091,2.967882738,3.256880284,3.421518343,3.091256221,2.940250075,3.380329216,3.040038415,3.035244115,3.326670825,3.538295654,3.156550747,2.861795651,2.810128577,2.903500912,2.934128918
210727,义县,Yi County,锦州市,Jinzhou City,辽宁省,Liaoning Province,2.175713623,2.814381775,2.889568527,2.944476175,3.502741995,3.545364749,3.128918432,3.188788659,3.53900093,3.039312994,3.283479606,3.545242991,3.941012254,3.282337085,3.118161322,3.027928955,3.244811016,3.203698487
210781,凌海市,Linghai City,锦州市,Jinzhou City,辽宁省,Liaoning Province,3.170323816,4.008471973,3.981423765,3.998286849,4.628162199,4.569175961,4.183156812,4.412404895,4.556207387,4.103205486,4.175293789,4.669537918,5.080877811,4.339315887,4.18707612,4.117320112,4.322314608,4.194000088
210782,北镇市,Beizhen City,锦州市,Jinzhou City,辽宁省,Liaoning Province,1.621728632,1.979230794,2.129147832,2.194321735,2.421558888,2.438047093,2.271394809,2.236193668,2.449128019,2.211378941,2.208850051,2.449867195,2.650868307,2.308019806,2.147856613,2.07239613,2.145938081,2.143917341
210802,站前区,Zhanqian District,营口市,Yingkou City,辽宁省,Liaoning Province,0.015519846,0.017680838,0.017532299,0.019748394,0.022635306,0.025582111,0.023646323,0.023219875,0.025699504,0.024058398,0.022817385,0.024748381,0.028591208,0.024120687,0.023203106,0.025246703,0.027738312,0.024008087
210803,西市区,Xishi District,营口市,Yingkou City,辽宁省,Liaoning Province,0.029539144,0.028485243,0.022177259,0.023386705,0.030280593,0.040957457,0.042656667,0.03889047,0.046195215,0.046345319,0.039163468,0.046851409,0.054593768,0.05483865,0.05489579,0.057647087,0.060316756,0.051254754
210804,鲅鱼圈区,Bayuquan District,营口市,Yingkou City,辽宁省,Liaoning Province,0.59870677,0.669906297,0.660933766,0.622541916,0.686837782,0.74768503,0.664812393,0.66338525,0.672840273,0.677583261,0.607517374,0.633613221,0.68865008,0.658354592,0.607045647,0.668957908,0.694787763,0.630651135
210811,老边区,Laobian District,营口市,Yingkou City,辽宁省,Liaoning Province,0.58066084,0.675665163,0.662402598,0.645453369,0.698264865,0.768334268,0.745178696,0.73679912,0.772456639,0.755451854,0.675999748,0.732797533,0.797873459,0.733735741,0.697893763,0.736446121,0.779572788,0.684442994
210881,盖州市,Gaizhou City,营口市,Yingkou City,辽宁省,Liaoning Province,4.862355846,5.726430638,5.507562352,5.566608104,5.955463352,6.364132905,5.900218183,5.936373013,6.251821234,6.202126148,5.4178317,5.966884993,6.507524709,6.047068775,5.558237353,5.886752731,6.164163828,5.582382493
210882,大石桥市,Dashiqiao City,营口市,Yingkou City,辽宁省,Liaoning Province,1.853839399,2.316275946,2.20024318,2.274655375,2.405409738,2.628662432,2.435751542,2.400015575,2.532203407,2.370015331,2.238091567,2.380294544,2.706086288,2.352070385,2.127235606,2.339523581,2.418422302,2.133199386
210902,海州区,Haizhou District,阜新市,Fuxin City,辽宁省,Liaoning Province,0.101980053,0.104657886,0.107934352,0.11113612,0.116712566,0.10819222,0.112760907,0.12183829,0.125919254,0.112666638,0.116206736,0.116137286,0.122541685,0.114451142,0.122840181,0.113660123,0.113196302,0.117240694
210903,新邱区,Xinqiu District,阜新市,Fuxin City,辽宁省,Liaoning Province,0.104057758,0.122721002,0.130209223,0.134170167,0.158587141,0.167553227,0.136276257,0.1414994,0.170947924,0.143226256,0.153654397,0.158918231,0.1764647,0.149696777,0.140484485,0.132758053,0.146238484,0.139075515
210904,太平区,Taiping District,阜新市,Fuxin City,辽宁省,Liaoning Province,0.073418259,0.088843612,0.091954232,0.097556372,0.117017383,0.122831344,0.102224785,0.107561838,0.129755419,0.111004691,0.11714987,0.127189981,0.138960434,0.118156499,0.112551312,0.109724286,0.12256874,0.115406776
210905,清河门区,Qinghemen District,阜新市,Fuxin City,辽宁省,Liaoning Province,0.065008415,0.08617772,0.089833014,0.094160271,0.111495055,0.109988335,0.094553271,0.097825069,0.110469793,0.093238832,0.102416279,0.109292216,0.122309335,0.103236117,0.095293709,0.094757009,0.100960805,0.099465275
210911,细河区,Xihe District,阜新市,Fuxin City,辽宁省,Liaoning Province,0.080533783,0.104263052,0.106552779,0.112731114,0.131499864,0.132980134,0.112728947,0.113456626,0.133628958,0.109239275,0.118655876,0.124105339,0.141186825,0.121486001,0.114476328,0.112226461,0.122046437,0.118252933
210921,阜新蒙古族自治县,Fuxin Mongolian Autonomous County,阜新市,Fuxin City,辽宁省,Liaoning Province,5.167647628,6.351101522,6.708164474,7.130086389,8.037273927,8.757342072,7.26281166,7.279013264,8.513652817,7.188410782,8.054849004,8.405925122,9.690220657,8.318266611,7.891008853,7.614438788,8.352066172,8.024141493
210922,彰武县,Zhangwu County,阜新市,Fuxin City,辽宁省,Liaoning Province,3.071533966,3.627340969,3.989921323,4.287293811,4.759442364,5.108834566,4.567566151,4.372030141,5.160690657,4.452555572,4.784054336,4.845360881,5.655778385,4.944714366,4.67444702,4.608398511,4.942555081,4.8635771
211002,白塔区,Baita District,辽阳市,Liaoyang City,辽宁省,Liaoning Province,0.020937939,0.028585703,0.02724023,0.029319284,0.028723678,0.033655645,0.031182377,0.02977006,0.032420725,0.030007446,0.027093686,0.029744351,0.033053183,0.030183129,0.026826306,0.029016767,0.0312098,0.027716716
211003,文圣区,Wensheng District,辽阳市,Liaoyang City,辽宁省,Liaoning Province,0.013552846,0.017647756,0.017463024,0.018894703,0.016573997,0.020755501,0.019849156,0.018375142,0.020713167,0.020014646,0.016306519,0.018286624,0.020185909,0.019364233,0.01768047,0.01886199,0.019489312,0.017895991
211004,宏伟区,Hongwei District,辽阳市,Liaoyang City,辽宁省,Liaoning Province,0.089639275,0.11390294,0.10957272,0.116520593,0.117389302,0.133815876,0.121304554,0.114549793,0.130341939,0.118893935,0.112630191,0.122859637,0.132959143,0.123957836,0.105562558,0.11925591,0.124881484,0.11214187
211005,弓长岭区,Gongchangling District,辽阳市,Liaoyang City,辽宁省,Liaoning Province,0.405597257,0.529989773,0.507161416,0.535229365,0.552913873,0.612143047,0.58002165,0.543880932,0.615478873,0.567233478,0.514297594,0.560654557,0.606545574,0.563991624,0.475551353,0.52057271,0.56537448,0.491782793
211011,太子河区,Taizihe District,辽阳市,Liaoyang City,辽宁省,Liaoning Province,0.174127734,0.227331739,0.218623334,0.237079325,0.23067829,0.262650383,0.243916369,0.232663752,0.260373125,0.243389216,0.227928565,0.248978593,0.266693548,0.24750246,0.216445996,0.232096632,0.244799726,0.223119654
211021,辽阳县,Liaoyang County,辽阳市,Liaoyang City,辽宁省,Liaoning Province,3.430180106,4.502416972,4.28284859,4.548452555,4.65931457,5.179522479,4.944139346,4.631808636,5.136058766,4.832311535,4.389421576,4.752151445,5.226308944,4.738931102,4.003997277,4.373803629,4.6639119,4.046826738
211081,灯塔市,Dengta City,辽阳市,Liaoyang City,辽宁省,Liaoning Province,1.319822932,1.729017566,1.690539646,1.879152682,1.829192409,2.027080224,1.943006853,1.844523879,2.005716068,1.922158492,1.776977345,1.938508302,2.05861524,1.92777968,1.651219527,1.735045981,1.818048642,1.656022165
211102,双台子区,Shuangtaizi District,盘锦市,Panjin City,辽宁省,Liaoning Province,0.049478113,0.058577197,0.061990553,0.06350316,0.067007596,0.069326658,0.06675953,0.066209788,0.065755161,0.060381103,0.052013344,0.061151433,0.06631893,0.059580989,0.057764208,0.062816799,0.062276281,0.058536076
211103,兴隆台区,Xinglongtai District,盘锦市,Panjin City,辽宁省,Liaoning Province,0.20435058,0.232412038,0.241973214,0.251144319,0.270183186,0.28116953,0.265246065,0.272047198,0.27052701,0.253339962,0.23261998,0.266989024,0.28932586,0.255857351,0.248667904,0.262329049,0.262886308,0.248950324
211121,大洼县,Dawa County,盘锦市,Panjin City,辽宁省,Liaoning Province,1.60645738,1.951723248,1.914028353,2.024781286,2.09894541,2.203315753,2.102558953,2.134493119,2.056649043,1.956112145,1.904809765,2.102855658,2.361898766,2.025749083,1.965217171,2.047062852,2.078937611,1.937542042
211122,盘山县,Panshan County,盘锦市,Panjin City,辽宁省,Liaoning Province,1.952519342,2.3729044,2.424561737,2.506498426,2.645142047,2.747454489,2.610183532,2.693282411,2.67626264,2.517783293,2.34211617,2.669115225,2.858261194,2.577807484,2.412970793,2.466677491,2.432537766,2.34503727
211202,银州区,Yinzhou District,铁岭市,Tieling City,辽宁省,Liaoning Province,0.174071382,0.205757418,0.223794014,0.246736517,0.248339742,0.267809376,0.259466774,0.252504947,0.278657796,0.272126779,0.245746882,0.271519885,0.275364706,0.27242168,0.248232414,0.22967127,0.254715763,0.258235701
211204,清河区,Qinghe District,铁岭市,Tieling City,辽宁省,Liaoning Province,0.759710997,0.853483246,0.939715357,1.057580884,1.040469476,1.10238261,1.078550684,1.059490148,1.167290023,1.18366331,0.99088085,1.128309302,1.125477262,1.104816176,1.091751612,0.951650662,1.028364348,1.056469322
211221,铁岭县,Tieling County,铁岭市,Tieling City,辽宁省,Liaoning Province,2.522075692,3.008307103,3.264292438,3.648109757,3.610056361,3.930196058,3.877178063,3.66513694,4.091929487,4.036704374,3.492990896,3.93672899,3.992935041,3.88884169,3.517474817,3.239185298,3.594618078,3.544884946
211223,西丰县,Xifeng County,铁岭市,Tieling City,辽宁省,Liaoning Province,3.728527022,4.250769877,4.802144316,5.16057404,5.011541272,5.347945029,5.135899616,5.081881218,5.586181501,5.674450106,4.730398331,5.394985165,5.491876771,5.343504714,5.306942519,4.659104773,5.072150858,5.204217045
211224,昌图县,Changtu County,铁岭市,Tieling City,辽宁省,Liaoning Province,4.18704363,4.630946426,5.298567574,5.972330931,6.103154327,6.33275986,6.202644394,5.736107693,6.366851212,6.345570863,5.989073525,6.583577792,6.764538166,6.510554157,6.394044123,5.785982899,5.918990442,6.187954347
211281,调兵山市,Diaobingshan City,铁岭市,Tieling City,辽宁省,Liaoning Province,0.251631911,0.287326194,0.319756422,0.365196213,0.377063081,0.391867439,0.389399468,0.36084689,0.4174355,0.404596901,0.370761864,0.40692632,0.417033711,0.395430515,0.372833104,0.343831337,0.369121453,0.372939711
211282,开原市,Kaiyuan City,铁岭市,Tieling City,辽宁省,Liaoning Province,3.407129195,3.911260915,4.340081673,4.861001916,4.789632763,5.147083643,5.006532932,4.785369764,5.321959046,5.417269967,4.600113753,5.188985906,5.256241188,5.126052233,4.915334941,4.367933368,4.731338658,4.817748895
211302,双塔区,Shuangta District,朝阳市,Chaoyang City,辽宁省,Liaoning Province,0.153085057,0.228472864,0.22090454,0.230362597,0.261451378,0.281658593,0.224209202,0.244619905,0.265034401,0.217300744,0.262115309,0.277518486,0.31264143,0.261882558,0.24898644,0.249768507,0.274033369,0.267349623
211303,龙城区,Longcheng District,朝阳市,Chaoyang City,辽宁省,Liaoning Province,0.25671831,0.366875645,0.363903203,0.376272492,0.434407214,0.465410155,0.36404983,0.402675208,0.430647627,0.360667024,0.43211684,0.465734742,0.523698169,0.440129214,0.426948889,0.433208145,0.470520199,0.456646297
211321,朝阳县,Chaoyang County,朝阳市,Chaoyang City,辽宁省,Liaoning Province,3.332432968,4.839882959,4.78871166,5.122311128,5.890959351,6.034153207,5.094648368,5.543730579,5.890991057,4.894213427,5.659111925,6.004896056,6.971647443,5.95237833,5.658850987,5.635860388,6.145420488,5.886937813
211322,建平县,Jianping County,朝阳市,Chaoyang City,辽宁省,Liaoning Province,3.459799826,4.729332653,5.240511384,5.319064888,5.758546706,6.371557719,5.496433291,5.572578522,5.840502827,5.199840848,5.625753715,6.386364483,6.934381902,6.516183166,6.393143687,6.520057426,6.884878485,6.612203226
211381,北票市,Beipiao City,朝阳市,Chaoyang City,辽宁省,Liaoning Province,3.507688964,4.798718957,4.850253028,5.137957459,5.825850985,6.270847156,5.084320013,5.38177412,5.847101375,4.979778636,5.85045873,6.063954436,7.072694114,6.032938806,5.859478734,5.88808307,6.203711799,5.965591098
211382,凌源市,Lingyuan City,朝阳市,Chaoyang City,辽宁省,Liaoning Province,3.010795727,4.194587056,4.332003537,4.77852593,5.43396821,5.193580599,4.636581713,4.750219109,5.309411551,4.85692312,4.935834259,5.187002776,6.048951284,5.545685486,5.178472827,5.490335975,5.695855958,5.411779732
211402,连山区,Lianshan District,葫芦岛市,Huludao City,辽宁省,Liaoning Province,1.644016158,2.182387942,2.143425064,2.125451604,2.570094618,2.536653926,2.192333251,2.356574423,2.572109715,2.221811098,2.307262546,2.502971373,2.863784268,2.391694146,2.246354755,2.255017579,2.421814492,2.275532692
211403,龙港区,Longgang District,葫芦岛市,Huludao City,辽宁省,Liaoning Province,0.315385234,0.393286137,0.382757427,0.354686163,0.42556589,0.415102263,0.374166889,0.402078344,0.417021798,0.387448703,0.376230648,0.414734674,0.462620642,0.410845496,0.394971915,0.41801212,0.425051325,0.405485042
211404,南票区,Nanpiao District,葫芦岛市,Huludao City,辽宁省,Liaoning Province,0.449952411,0.599383732,0.584892761,0.59238867,0.710586139,0.715547567,0.607082998,0.667777812,0.72551079,0.607123449,0.667682161,0.706487264,0.828290095,0.682837473,0.647414401,0.633192013,0.702732063,0.656093276
211421,绥中县,Suizhong County,葫芦岛市,Huludao City,辽宁省,Liaoning Province,3.760264433,4.502021694,4.513789456,4.446027257,5.399638292,5.021843646,4.699860632,4.742674689,5.324923485,4.835371997,4.66415561,5.140098456,5.734664396,5.109703055,4.642552952,4.892267162,5.034837908,4.818758415
211422,建昌县,Jianchang County,葫芦岛市,Huludao City,辽宁省,Liaoning Province,3.098076818,4.277707393,4.180781935,4.464432838,5.279394091,4.958212285,4.412191721,4.457345468,5.206511604,4.452224181,4.605437287,4.984542562,5.745533195,5.100324482,4.54653034,4.684963497,5.080264767,4.71776051
211481,兴城市,Xingcheng City,葫芦岛市,Huludao City,辽宁省,Liaoning Province,3.042357402,3.707381188,3.710166008,3.522314448,4.216352155,4.073879198,3.81910752,3.888188464,4.114214743,3.782772954,3.746956408,4.131663904,4.62359808,4.102532265,3.775733745,3.97316492,4.069797416,3.831471638
150102,新城区,Xincheng District,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,0.644686493,0.445089738,0.783804396,0.908806915,0.936679668,0.759602604,0.798784177,0.63569451,0.829585471,0.81350016,0.743210348,0.669832423,0.905702782,1.078178764,0.953081121,0.849436688,1.0471712,0.938153315
150103,回民区,Huimin District,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,0.152555096,0.101909172,0.210105466,0.230922538,0.246990785,0.191263776,0.197682152,0.159216209,0.214591484,0.208289656,0.201637983,0.176488702,0.23873176,0.278161596,0.257790254,0.218132883,0.280387664,0.251394135
150104,玉泉区,Yuquan District,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,0.185771387,0.151685044,0.214661842,0.236265193,0.250525366,0.200039518,0.212083337,0.191036887,0.233169304,0.210226754,0.196812179,0.186485534,0.258934964,0.269490571,0.242225174,0.236766387,0.258686882,0.240887805
150105,赛罕区,Saihan District,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,0.877097443,0.691023212,1.053329349,1.164595484,1.245149948,1.022139183,1.028765687,0.86305598,1.127148639,1.030242761,0.966351048,0.878525373,1.230819879,1.400360268,1.222260107,1.134457418,1.28180345,1.167278866
150121,土默特左旗,Tumotezuoqi ,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,2.115999005,1.688065954,2.592296652,3.002732641,3.273705937,2.5437791,2.762656591,2.52182702,2.913156313,2.809230581,2.500690337,2.526682923,3.355885448,3.691476018,3.436999604,3.062510349,3.566402258,3.279033742
150122,托克托县,Tuoketuo County,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,0.855394979,0.711545972,1.041229895,1.146854208,1.266694094,0.927704322,1.10087118,1.041954258,1.223387079,1.107092174,0.967647448,1.082499508,1.407190055,1.548984931,1.374974578,1.265252595,1.463867382,1.341386542
150123,和林格尔县,Helingeer County,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,2.270251361,1.698035077,2.750920171,3.12429976,3.341359601,2.808049745,3.027101531,2.575086119,3.218870973,2.967499477,2.762168132,2.609334226,3.759580256,4.267922043,3.708489564,3.496330899,4.072045949,3.741463609
150124,清水河县,Qingshuihe County,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,1.684736339,1.204672867,2.096099444,2.286454012,2.294090805,2.121369228,2.213218824,1.991614206,2.488638637,2.14884494,2.172282621,2.140254915,2.726365947,3.043904708,2.769256052,2.541119357,3.166311144,2.940097257
150125,武川县,Wuchuan County,呼和浩特市,Huhhot City,内蒙古自治区,Inner Mongolia Autonomous Region,3.64670751,2.530190796,3.98277069,4.746283167,4.866577738,3.710410133,3.826543447,3.091766348,3.979803984,3.407066759,3.192630107,3.678230176,4.832942535,4.896546344,4.754219443,4.356779345,5.24287334,4.499651355
150202,东河区,Donghe District,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,0.02786999,0.027627069,0.038369918,0.040499654,0.041179488,0.028414102,0.033917683,0.031681731,0.033421515,0.040619885,0.032756433,0.032416885,0.050143214,0.043707044,0.044320247,0.040088312,0.049813254,0.04196603
150203,昆都仑区,Kundulun District,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,0.043195175,0.041925153,0.055386395,0.058359391,0.057796704,0.040095674,0.048239972,0.042811683,0.040452324,0.041524263,0.033595695,0.034208338,0.050085854,0.043115146,0.046944351,0.040703843,0.053317825,0.044083445
150204,青山区,Qingshan District,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,0.042594194,0.041339407,0.05262708,0.0508151,0.057318127,0.044625706,0.04850606,0.049983649,0.049669889,0.04853814,0.044754405,0.046270239,0.056731872,0.054138763,0.053291587,0.056814778,0.061759197,0.060090384
150205,石拐区,Shiguai District,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,0.267419232,0.22104745,0.393253526,0.405866841,0.441038598,0.326058064,0.34874089,0.334473222,0.357882503,0.384752513,0.343734194,0.342661056,0.501004111,0.50266642,0.483567284,0.406262441,0.514048541,0.460626894
150206,白云鄂博矿区,Baiyunebokuang District,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,0.094471071,0.099205541,0.124031836,0.13162933,0.1318613,0.085089617,0.097240003,0.123501379,0.117361344,0.087262809,0.084610083,0.103914813,0.160232259,0.104336025,0.126003365,0.097189169,0.113399522,0.097916444
150207,九原区,Jiuyuan District,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,0.750826869,0.696795034,1.045588246,1.107542735,1.151623032,0.787607675,0.929986354,0.962012012,0.987359576,1.059631743,0.89789116,0.892919278,1.401416416,1.246095225,1.265049993,1.089776601,1.397200406,1.141147906
150221,土默特右旗,Tumoteyouqi ,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,1.579643983,1.396643587,1.965799709,2.187396751,2.323082911,1.695065536,1.984896008,1.902880187,2.120918018,2.026051064,1.708579769,1.883957376,2.468136694,2.530407952,2.386267133,2.21178344,2.60235014,2.373395599
150222,固阳县,Guyang County,包头市,Baotou City,内蒙古自治区,Inner Mongolia Autonomous Region,2.848817817,2.111514645,3.501786461,3.839706794,3.945437431,2.602144604,2.896826501,3.089783322,3.335851084,3.066152468,2.778305885,3.216025328,4.547022511,3.608475694,4.117485126,3.142006346,4.218923138,3.526715021
150302,海勃湾区,Haibowan District,乌海市,Wuhai City,内蒙古自治区,Inner Mongolia Autonomous Region,0.129141878,0.120372896,0.163227137,0.159679101,0.172102663,0.120603602,0.151041198,0.176211081,0.177123038,0.162247664,0.158752817,0.128891411,0.190996872,0.161135795,0.179131714,0.175642137,0.215435443,0.186892242
150303,海南区,Hainan District,乌海市,Wuhai City,内蒙古自治区,Inner Mongolia Autonomous Region,0.215133979,0.213252223,0.308683035,0.313578996,0.314329303,0.218806926,0.296524126,0.335038245,0.307437515,0.310342186,0.327593164,0.268858783,0.414200702,0.320683499,0.350483422,0.312425495,0.412279652,0.317503951
150304,乌达区,Wuda District,乌海市,Wuhai City,内蒙古自治区,Inner Mongolia Autonomous Region,0.078483901,0.076580828,0.092276141,0.095777051,0.099145406,0.075297749,0.096742717,0.105095221,0.102660837,0.096499935,0.094797645,0.075130222,0.095914133,0.079033011,0.073241513,0.068137301,0.088234239,0.081692223
150402,红山区,Hongshan District,赤峰市,Chifeng City,内蒙古自治区,Inner Mongolia Autonomous Region,0.117707392,0.148627349,0.176971322,0.171446339,0.186823309,0.193646842,0.174604219,0.163286932,0.179177531,0.162662905,0.165002303,0.184549042,0.200867333,0.181039787,0.173464472,0.182585795,0.184086744,0.182246965
