DISTCODE地区代码,County Name,County Name E,City Name,City Name E,Province Name,Province Name E,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
130922,青县,Qing County,沧州市,Cangzhou City,河北省,Hebei Province,0.634946022,0.713606363,0.722320548,0.706982564,1.214269917,0.937798667,0.815716159,0.820745746,0.882037492,0.967864493,0.903375202,0.905703751,0.953618809,0.952018179,0.740963891,0.979214707,1.023469734,0.91185578
130923,东光县,Dongguang County,沧州市,Cangzhou City,河北省,Hebei Province,0.529049558,0.491147322,0.547820791,0.595048012,0.84074359,0.659475558,0.622197544,0.607283386,0.6838447,0.729377827,0.777472058,0.749818518,0.83021891,0.837811098,0.819168291,0.84193848,0.907250859,0.773195718
130924,海兴县,Haixing County,沧州市,Cangzhou City,河北省,Hebei Province,0.587848301,0.60652087,0.571606041,0.605183548,1.083845317,0.864625355,0.796856055,0.846438826,0.901008927,0.860238069,0.888631004,0.858913014,0.957561302,0.943889646,0.912507861,0.969155188,0.946817055,0.886916065
130925,盐山县,Yanshan County,沧州市,Cangzhou City,河北省,Hebei Province,0.650967323,0.641126594,0.677399886,0.681955255,1.057734489,0.871229774,0.802962682,0.789393792,0.876706431,0.857502924,0.873119347,0.860652948,0.930801044,0.957483355,0.964633347,0.940625824,0.975788311,0.914687329
130926,肃宁县,Suning County,沧州市,Cangzhou City,河北省,Hebei Province,0.326292109,0.367012077,0.364045386,0.398792247,0.611541423,0.4030273,0.408218965,0.371139375,0.500635763,0.541379111,0.45816939,0.520612276,0.523210702,0.535670556,0.465384844,0.546351838,0.51612014,0.459170386
130927,南皮县,Nanpi County,沧州市,Cangzhou City,河北省,Hebei Province,0.611746798,0.571114922,0.643878366,0.662162859,0.987275466,0.778572309,0.729147759,0.712462149,0.780919021,0.850567734,0.869134804,0.859320028,0.950891777,0.945187002,0.946180436,0.940560529,0.987787567,0.859569217
130928,吴桥县,Wuqiao County,沧州市,Cangzhou City,河北省,Hebei Province,0.429699716,0.405309197,0.433623117,0.51551013,0.703810538,0.538232347,0.496446795,0.468878108,0.592639075,0.579763252,0.633933614,0.637192973,0.72928874,0.713842491,0.727152083,0.688767587,0.744996163,0.65909812
130929,献县,Xian County,沧州市,Cangzhou City,河北省,Hebei Province,0.737052873,0.812905094,0.809971284,0.86883377,1.373700905,0.952626503,0.887053421,0.807958524,1.026184514,1.159361974,1.051818598,1.073987578,1.110447297,1.007921556,0.927380981,1.085544894,1.169117252,0.991106156
130930,孟村回族自治县,Mengcun Hui Autonomous County,沧州市,Cangzhou City,河北省,Hebei Province,0.268936925,0.283787311,0.273275666,0.290728065,0.472876313,0.359564078,0.319505639,0.327125533,0.370087785,0.367486115,0.376072663,0.370291894,0.410205505,0.40759665,0.411870718,0.403034123,0.432856199,0.403970837
130981,泊头市,Botou City,沧州市,Cangzhou City,河北省,Hebei Province,0.711796138,0.760523377,0.774305249,0.84581567,1.330088609,0.934474933,0.851924563,0.802854182,0.969265817,1.056087241,0.996789748,0.990653446,1.053982419,0.989334918,0.952736383,0.988482702,1.011508149,0.869985037
130982,任丘市,Renqiu City,沧州市,Cangzhou City,河北省,Hebei Province,0.639472388,0.762753144,0.716257372,0.731019616,1.169848593,0.839084351,0.801498788,0.68899534,0.877670546,0.988894574,0.835209464,0.924417415,0.910504307,0.860145797,0.719924932,0.974480524,1.047954448,0.967545675
130983,黄骅市,Huanghua City,沧州市,Cangzhou City,河北省,Hebei Province,1.867711094,2.051135608,1.7845433,2.031611787,3.419674583,2.62647429,2.519166209,2.619511007,2.788014358,2.80497425,2.817333682,2.778440957,3.025271096,2.883628387,2.593710282,2.88342578,3.032302033,2.903230185
130984,河间市,Hejian City,沧州市,Cangzhou City,河北省,Hebei Province,0.79202222,0.909200638,0.882181789,0.922045724,1.508496199,1.040871207,0.971417919,0.874553072,1.090952338,1.264736539,1.113619402,1.147415261,1.173044502,1.10993792,0.952417298,1.238422388,1.308949578,1.107514078
131002,安次区,Anci District,廊坊市,Langfang City,河北省,Hebei Province,0.338881582,0.401410716,0.383303312,0.427645014,0.654045929,0.449899795,0.4946672,0.412750059,0.527638158,0.569815022,0.505427966,0.57486754,0.614585656,0.584772151,0.477362301,0.629919319,0.670624848,0.643417941
131003,广阳区,Guangyang District,廊坊市,Langfang City,河北省,Hebei Province,0.251626573,0.274525974,0.282152768,0.303129556,0.438764493,0.351565408,0.352591021,0.27467871,0.400502305,0.379968011,0.344940405,0.400661847,0.419986364,0.390795157,0.340239618,0.434643622,0.462236504,0.436061084
131022,固安县,Gu'an County,廊坊市,Langfang City,河北省,Hebei Province,0.444208277,0.495840077,0.539009511,0.582694007,0.854034469,0.701565026,0.677753119,0.518967341,0.763536367,0.712264919,0.640450508,0.787934509,0.774063303,0.745005309,0.667954498,0.833692827,0.90064641,0.867784258
131023,永清县,Yongqing County,廊坊市,Langfang City,河北省,Hebei Province,0.471390526,0.540530342,0.548553268,0.59193634,0.892350779,0.659537661,0.686255878,0.539586898,0.753275713,0.767543024,0.657317661,0.785183776,0.806102158,0.76144356,0.649942758,0.844633305,0.90145254,0.86289186
131024,香河县,Xianghe County,廊坊市,Langfang City,河北省,Hebei Province,0.352111043,0.382545504,0.402753869,0.429460042,0.59582773,0.49981703,0.503896905,0.420326484,0.560332949,0.552317408,0.476838968,0.540551727,0.545146064,0.512744611,0.446374337,0.564189699,0.603936785,0.577635725
131025,大城县,Dacheng County,廊坊市,Langfang City,河北省,Hebei Province,0.526447963,0.614128637,0.574280994,0.588007492,1.023000494,0.756339537,0.65718517,0.612040906,0.695773609,0.83124366,0.699955977,0.748017264,0.785901069,0.74544045,0.551792337,0.790645507,0.828162413,0.710438541
131026,文安县,Wen'an County,廊坊市,Langfang City,河北省,Hebei Province,0.584412455,0.719594681,0.650875593,0.702988831,1.150291738,0.817936402,0.799973155,0.712695132,0.877046127,0.971866724,0.789754043,0.92450031,0.95510193,0.888867514,0.691171375,0.991418532,1.072929787,1.04725987
131028,大厂回族自治县,Dachang Hui Autonomous County,廊坊市,Langfang City,河北省,Hebei Province,0.125240295,0.122893293,0.138190816,0.150526579,0.202119629,0.175115846,0.175421787,0.137428884,0.197851105,0.195850292,0.165504063,0.200078012,0.188467457,0.181271486,0.152195483,0.197104382,0.210924502,0.205413388
131081,霸州市,Bazhou City,廊坊市,Langfang City,河北省,Hebei Province,0.462544577,0.582893076,0.522355945,0.548193262,0.908511406,0.646564139,0.642792035,0.568344312,0.691926056,0.753583644,0.647670232,0.762341101,0.791133905,0.736081068,0.591498435,0.790646244,0.834790594,0.815006567
131082,三河市,Sanhe City,廊坊市,Langfang City,河北省,Hebei Province,0.498792033,0.514586769,0.565421935,0.592409277,0.800244469,0.689747901,0.663548894,0.526682591,0.770203108,0.777536171,0.670605898,0.783240533,0.746864287,0.724034287,0.618785471,0.792339733,0.842685999,0.808707506
131102,桃城区,Taocheng District,衡水市,Hengshui City,河北省,Hebei Province,0.404833052,0.43967469,0.442254437,0.50645163,0.689072783,0.462293892,0.470443807,0.434546153,0.566665927,0.582557186,0.595027859,0.61519344,0.642914234,0.688195349,0.62922597,0.601304712,0.647472339,0.551398226
131121,枣强县,Zaoqiang County,衡水市,Hengshui City,河北省,Hebei Province,0.636704172,0.634489875,0.658249073,0.778798826,0.956614367,0.687917621,0.687573878,0.610640182,0.782592336,0.779372028,0.852802483,0.873319196,0.956335992,0.959757592,0.961481134,0.890427635,0.999348264,0.853766017
131122,武邑县,Wuyi County,衡水市,Hengshui City,河北省,Hebei Province,0.551358256,0.579994787,0.617506613,0.683529521,0.986797952,0.690584952,0.688704264,0.598327008,0.751653074,0.828323223,0.790385805,0.870386168,0.917917191,0.909630069,0.856872408,0.842132263,0.876144045,0.7794279
131123,武强县,Wuqiang County,衡水市,Hengshui City,河北省,Hebei Province,0.300668901,0.316144616,0.31948396,0.345144056,0.519206904,0.349111878,0.349276126,0.318909357,0.409642074,0.459722801,0.417501017,0.456588984,0.463418627,0.462963843,0.406775705,0.452977205,0.455877682,0.389310045
131124,饶阳县,Raoyang County,衡水市,Hengshui City,河北省,Hebei Province,0.353497134,0.379211465,0.378057992,0.428157965,0.635742293,0.402452257,0.414902124,0.392215433,0.55133243,0.574821473,0.525250164,0.5793813,0.586414923,0.593440872,0.508070774,0.587515279,0.576987781,0.508109664
131125,安平县,Anping County,衡水市,Hengshui City,河北省,Hebei Province,0.316380131,0.378120652,0.366087688,0.388686425,0.577934136,0.371716426,0.38998614,0.358702753,0.504677046,0.526053529,0.432381792,0.505699552,0.495920403,0.531611596,0.441250055,0.471348553,0.436869704,0.399580167
131126,故城县,Gucheng County,衡水市,Hengshui City,河北省,Hebei Province,0.698697549,0.694637668,0.703461063,0.831438906,1.074991796,0.808224549,0.775945218,0.664262688,0.853209929,0.82659452,0.931234061,0.96416703,1.094811241,1.10364934,1.116645058,1.001082642,1.120217023,0.992695525
131127,景县,Jing County,衡水市,Hengshui City,河北省,Hebei Province,0.877095734,0.858276655,0.956992755,1.077823168,1.476668078,1.084471749,1.050694651,0.925809094,1.133995264,1.222074839,1.228249439,1.285037344,1.434672859,1.370792365,1.406743277,1.297345648,1.381635994,1.20582071
131128,阜城县,Fucheng County,衡水市,Hengshui City,河北省,Hebei Province,0.493350575,0.490651,0.541496366,0.61660254,0.908685984,0.62653206,0.636516238,0.572194373,0.689378009,0.766786124,0.730890564,0.757481815,0.826844734,0.815146633,0.766590523,0.770910606,0.798162522,0.687154185
131181,冀州市,Jizhou City,衡水市,Hengshui City,河北省,Hebei Province,0.61460866,0.625175284,0.652137924,0.785914548,0.976600581,0.66114385,0.655169978,0.609590305,0.814660397,0.806810587,0.876044801,0.864386285,0.926096439,0.987127568,0.898630431,0.867750591,1.023887572,0.8554265
131182,深州市,Shenzhou City,衡水市,Hengshui City,河北省,Hebei Province,0.914681564,0.926068225,0.917852153,1.031899686,1.498061613,0.943598429,0.973337866,0.933000102,1.245604613,1.353809039,1.217543142,1.301554163,1.359576329,1.484058965,1.294972617,1.292288687,1.360389347,1.107254419
410102,中原区,Zhongyuan District,郑州市,Zhengzhou City,河南省,Henan Province,0.191981456,0.175538916,0.167769152,0.245860542,0.243822599,0.202458325,0.206795037,0.19628913,0.217829045,0.193357594,0.191441094,0.174927056,0.202672431,0.147884138,0.165392821,0.202614744,0.19293377,0.174196204
410103,二七区,Erqi District,郑州市,Zhengzhou City,河南省,Henan Province,0.138999816,0.135334081,0.121068165,0.173263584,0.184783984,0.158657171,0.155326888,0.154313132,0.180648046,0.157099865,0.149057287,0.146065482,0.184092222,0.133136154,0.146298144,0.186802746,0.182527345,0.164593676
410104,管城回族区,Guancheng Hui District,郑州市,Zhengzhou City,河南省,Henan Province,0.17783394,0.157233669,0.153149581,0.221577013,0.219328817,0.187006261,0.184311062,0.181948066,0.203477536,0.169038237,0.161790831,0.148355286,0.177578071,0.131936651,0.13381071,0.173817066,0.167673338,0.153809229
410105,金水区,Jinshui District,郑州市,Zhengzhou City,河南省,Henan Province,0.20576096,0.190063615,0.177058708,0.266377794,0.266473479,0.216554562,0.209937992,0.213367034,0.241528793,0.203942284,0.198463759,0.192446367,0.223330109,0.163786535,0.182459574,0.234842018,0.222050435,0.201753341
410106,上街区,Shangjie District,郑州市,Zhengzhou City,河南省,Henan Province,0.013066611,0.01193779,0.012128767,0.01570979,0.016322616,0.013474116,0.013110544,0.011943618,0.012762215,0.013015953,0.012931672,0.011100814,0.013685265,0.011141609,0.011543734,0.01367092,0.01407977,0.012772077
410108,惠济区,Huiji District,郑州市,Zhengzhou City,河南省,Henan Province,0.206831009,0.188346894,0.172105938,0.265479868,0.266311611,0.219732064,0.222863349,0.21535336,0.258559176,0.219442082,0.214777284,0.219945152,0.247360005,0.183771627,0.21657881,0.257174784,0.250090874,0.224785904
410122,中牟县,Zhongmou County,郑州市,Zhengzhou City,河南省,Henan Province,1.33792693,1.162329085,1.097393065,1.74824361,1.76962584,1.463488164,1.485666138,1.459925822,1.800781954,1.370103754,1.384443641,1.474516339,1.54406714,1.16579485,1.474324149,1.811823222,1.68699762,1.545982546
410181,巩义市,Gongyi City,郑州市,Zhengzhou City,河南省,Henan Province,0.95356778,0.932315071,0.920384433,1.251592333,1.310916019,1.154282302,1.208709048,1.120469586,1.233551244,1.183078125,1.139838751,1.073756396,1.355142639,1.006432863,1.132027601,1.425681141,1.377726948,1.238816463
410182,荥阳市,Xingyang City,郑州市,Zhengzhou City,河南省,Henan Province,0.97666019,0.911662229,0.888235243,1.280685352,1.292680937,1.120962401,1.147528214,1.098490827,1.186832998,1.126845795,1.115321093,1.075586012,1.241200298,0.939487176,1.10853081,1.31596244,1.279913691,1.167256557
410183,新密市,Xinmi City,郑州市,Zhengzhou City,河南省,Henan Province,0.975102605,0.935584895,0.905902009,1.286087743,1.378296289,1.195054014,1.277453387,1.256804202,1.359310642,1.254661124,1.234579631,1.192459003,1.42814027,1.080719931,1.21688695,1.53258121,1.480157756,1.394156709
410184,新郑市,Xinzheng City,郑州市,Zhengzhou City,河南省,Henan Province,0.917848179,0.837169906,0.838964729,1.20187729,1.221799262,1.061443198,1.096129959,1.070177703,1.24591415,1.037195365,1.035625686,0.987917253,1.130205577,0.868926105,0.986589928,1.24262387,1.14497944,1.066951542
410185,登封市,Dengfeng City,郑州市,Zhengzhou City,河南省,Henan Province,1.231467638,1.152224836,1.160210495,1.607462198,1.669926348,1.471382447,1.620954483,1.509323671,1.528288802,1.550797507,1.494734662,1.43324249,1.746231091,1.297393109,1.438641656,1.850402703,1.766233965,1.706593584
410201,市辖区,Municipal District,开封市,Kaifeng City,河南省,Henan Province,0.287989612,0.27955901,0.2572312,0.415858597,0.423410794,0.358048676,0.330968447,0.363220899,0.428818107,0.334422656,0.33369156,0.357805016,0.370444201,0.274939308,0.353608361,0.418764223,0.387581259,0.376287185
410221,杞县,Qi County,开封市,Kaifeng City,河南省,Henan Province,1.364903752,1.19983384,1.309182001,1.83977918,1.934287957,1.702271953,1.552451438,1.71530799,2.011062983,1.5408232,1.614553562,1.604025118,1.429050946,1.036732553,1.630828293,1.932004781,1.628169626,1.492278689
410222,通许县,Tongxu County,开封市,Kaifeng City,河南省,Henan Province,0.827141417,0.713419826,0.754903719,1.137017313,1.164115148,0.991150945,0.934946483,1.042917908,1.213766373,0.962794132,0.95018263,0.99315418,0.9264425,0.687099504,0.982332366,1.209084805,1.056506363,0.964431735
410223,尉氏县,Weishi County,开封市,Kaifeng City,河南省,Henan Province,1.436097764,1.209016465,1.293840966,1.878060365,1.916543085,1.617786303,1.579585158,1.705865141,1.988250078,1.531122023,1.654238596,1.677719491,1.632838564,1.211996708,1.668488297,2.073849061,1.881953016,1.701965536
410224,开封县,Kaifeng County,开封市,Kaifeng City,河南省,Henan Province,1.429361744,1.306037072,1.289039387,1.969808165,2.054770166,1.718601294,1.592036947,1.72414597,2.076863082,1.566819393,1.637899691,1.761758803,1.708208329,1.199000179,1.682797371,2.090451016,1.856047014,1.74780633
410225,兰考县,Lankao County,开封市,Kaifeng City,河南省,Henan Province,1.05641756,1.07754763,1.011609714,1.479618918,1.598724994,1.374343377,1.211870286,1.354302725,1.72859443,1.157254244,1.261265004,1.410534016,1.383581966,0.919483124,1.339330051,1.587799858,1.398532364,1.385183281
410302,老城区,Laocheng District,洛阳市,Luoyang City,河南省,Henan Province,0.050460887,0.049616406,0.047938246,0.05992912,0.067444076,0.05687017,0.06030028,0.059397366,0.058774905,0.060234299,0.057650622,0.050722339,0.057960616,0.04660639,0.048919505,0.058272823,0.059514623,0.057935629
410303,西工区,Xigong District,洛阳市,Luoyang City,河南省,Henan Province,0.068632178,0.065378836,0.063043606,0.079000964,0.087167538,0.074433085,0.077946174,0.076193946,0.079683182,0.076346575,0.073500193,0.065422152,0.076805923,0.063039801,0.066732298,0.079087887,0.080575393,0.079440557
410304,瀍河回族区,Chanhe Hui District,洛阳市,Luoyang City,河南省,Henan Province,0.027248269,0.02410831,0.024041221,0.028785019,0.031477161,0.028165287,0.02939259,0.027610548,0.028182898,0.027975971,0.026159127,0.023062146,0.027359804,0.02334287,0.023841213,0.028935549,0.028233424,0.028701996
410305,涧西区,Jianxi District,洛阳市,Luoyang City,河南省,Henan Province,0.077885173,0.074786987,0.070422954,0.088691305,0.092360013,0.079185592,0.084052398,0.082605317,0.084559357,0.082159441,0.082138977,0.067323063,0.090711079,0.074188248,0.078714601,0.089742896,0.091264548,0.092360788
410306,吉利区,Jili District,洛阳市,Luoyang City,河南省,Henan Province,0.08222331,0.07363353,0.0762031,0.10958484,0.104967919,0.091525527,0.093811745,0.089000004,0.095763221,0.09669009,0.094636493,0.092533918,0.104436604,0.087492514,0.094605484,0.106560546,0.10835895,0.100318783
410311,洛龙区,Luolong District,洛阳市,Luoyang City,河南省,Henan Province,0.259365841,0.254302046,0.253926126,0.294599637,0.311932445,0.276506499,0.28900327,0.269837491,0.283837834,0.274883536,0.261725983,0.224004937,0.274270709,0.231026716,0.240305452,0.287315706,0.28196297,0.289225515
410322,孟津县,Mengjin County,洛阳市,Luoyang City,河南省,Henan Province,0.780608435,0.733113104,0.716620371,0.990028143,1.029510858,0.874301499,0.941790152,0.882165269,0.921103002,0.935516171,0.914950612,0.893563694,1.012652474,0.768335015,0.904914687,1.043848992,1.046018267,1.006178721
410323,新安县,Xin'an County,洛阳市,Luoyang City,河南省,Henan Province,1.298810623,1.138873943,1.195043332,1.57640626,1.660549092,1.42944985,1.543605045,1.459495136,1.578091947,1.547020632,1.517112034,1.458358188,1.752673576,1.46818721,1.54213189,1.763737539,1.737709065,1.667885997
410324,栾川县,Luanchuan County,洛阳市,Luoyang City,河南省,Henan Province,4.25630635,3.636710193,4.57201409,4.984725814,4.876670932,4.513653402,5.195605948,4.774767838,5.00153189,4.948335908,4.982169546,4.484344778,5.145515652,4.749668704,4.53006072,5.394997617,5.218590516,4.990270609
410325,嵩县,Song County,洛阳市,Luoyang City,河南省,Henan Province,4.394018833,3.714201402,4.524159501,5.343629445,5.211460943,4.847099791,5.589457807,5.09156916,5.265863408,5.145165709,5.164637228,4.675617517,5.570042782,4.694972273,4.739013921,5.651542677,5.388602985,5.220837306
410326,汝阳县,Ruyang County,洛阳市,Luoyang City,河南省,Henan Province,1.571652244,1.323574094,1.501531234,2.00021138,1.920658846,1.810073539,2.063212802,1.875883482,1.961822616,1.862964735,1.829717492,1.681721034,2.079772285,1.559055393,1.722378836,2.113736177,1.993662716,1.870881676
410327,宜阳县,Yiyang County,洛阳市,Luoyang City,河南省,Henan Province,2.003049524,1.78097759,1.891883554,2.37666993,2.549361116,2.247192613,2.486249858,2.308882872,2.427131621,2.284252801,2.311917905,2.109865024,2.653430126,2.158738451,2.245949868,2.755295229,2.496495595,2.590696027
410328,洛宁县,Luoning County,洛阳市,Luoyang City,河南省,Henan Province,3.091635121,2.668441797,3.28889692,3.739321916,3.914938932,3.509529695,3.972860128,3.626728637,3.919936952,3.793607828,3.787398146,3.554506651,4.254465497,3.788621898,3.543557433,4.468815669,3.996923573,4.061787177
410329,伊川县,Yichuan County,洛阳市,Luoyang City,河南省,Henan Province,1.168245341,1.11028641,1.0699503,1.447657324,1.500455715,1.366012406,1.453253333,1.387162239,1.347413806,1.344594645,1.372141104,1.264411684,1.545148493,1.155239665,1.282347829,1.610326508,1.479125236,1.553245199
410381,偃师市,Yanshi City,洛阳市,Luoyang City,河南省,Henan Province,1.031461226,1.020969216,1.025018178,1.291253652,1.358614168,1.232701729,1.285284774,1.19860298,1.271807482,1.244106578,1.204287844,1.118731862,1.33047886,1.041977253,1.154729042,1.420615377,1.337681595,1.30274524
410402,新华区,Xinhua District,平顶山市,Pingdingshan City,河南省,Henan Province,0.158619079,0.158402837,0.162329719,0.198195484,0.218184075,0.195712362,0.198548295,0.193154556,0.222496925,0.201162354,0.200754254,0.180616942,0.214805644,0.185679759,0.190066488,0.236527632,0.23267342,0.2216326
410403,卫东区,Weidong District,平顶山市,Pingdingshan City,河南省,Henan Province,0.099097689,0.091143634,0.103953856,0.128931011,0.126246095,0.121329336,0.135416712,0.131134475,0.14310462,0.132071413,0.126981532,0.109864421,0.134889787,0.112691341,0.123502777,0.159216203,0.145624523,0.143419745
410404,石龙区,Shilong District,平顶山市,Pingdingshan City,河南省,Henan Province,0.023071439,0.021668973,0.02181344,0.029863328,0.027405013,0.028284149,0.029530493,0.030788153,0.032941199,0.029804878,0.030977116,0.024338628,0.034347154,0.024020938,0.028213788,0.036380832,0.035817684,0.036455277
410411,湛河区,Zhanhe District,平顶山市,Pingdingshan City,河南省,Henan Province,0.115636896,0.114806032,0.127017115,0.151651586,0.146754478,0.146806707,0.155656642,0.161265622,0.166913282,0.15782296,0.155142871,0.131391383,0.158331815,0.135707849,0.152969341,0.184862607,0.168290914,0.170927189
410421,宝丰县,Baofeng County,平顶山市,Pingdingshan City,河南省,Henan Province,0.794493033,0.746603591,0.773069055,0.999945975,0.966619357,0.930266464,1.034506329,1.027715262,1.114578508,0.986629893,1.024829071,0.863819635,1.035339488,0.777042649,0.963433739,1.187627967,1.089602136,1.098078433
410422,叶县,Ye County,平顶山市,Pingdingshan City,河南省,Henan Province,1.599615865,1.4669213,1.680094393,2.071479723,2.018511579,1.984196561,2.159086176,2.249799322,2.286814922,2.119526629,2.126236491,1.815265896,2.060617093,1.762247839,2.132796058,2.423943908,2.232565841,2.233761012
410423,鲁山县,Lushan County,平顶山市,Pingdingshan City,河南省,Henan Province,2.948172945,2.559102309,2.953786701,3.713405366,3.534377827,3.446505433,3.954069338,3.734838091,4.004667134,3.754433255,3.64272777,3.176769541,3.854176765,3.159474268,3.508984021,4.153991417,3.967311804,3.694023109
410425,郏县,Jia County,平顶山市,Pingdingshan City,河南省,Henan Province,0.85409323,0.765489348,0.802961145,1.059886886,1.043320423,0.972759244,1.092037793,1.03942777,1.093135715,0.999764142,0.996845121,0.908025668,1.059115529,0.832500412,0.979845198,1.204804821,1.104743009,1.084975393
410481,舞钢市,Wugang City,平顶山市,Pingdingshan City,河南省,Henan Province,0.702327133,0.628442922,0.79343997,0.935579077,0.86699865,0.836469872,0.929227624,0.987085012,0.996007504,0.934890232,0.921994349,0.78196238,0.873781239,0.768898801,0.948608924,1.093351834,0.985416405,0.992421472
410482,汝州市,Ruzhou City,平顶山市,Pingdingshan City,河南省,Henan Province,1.775731645,1.665573361,1.779685848,2.202809508,2.22076842,2.11032329,2.296175041,2.21373483,2.329535573,2.196116392,2.160647407,1.962359024,2.357247359,1.83557763,2.115074194,2.520830565,2.344706955,2.352519316
410502,文峰区,Wenfeng District,安阳市,Anyang City,河南省,Henan Province,0.152367723,0.144043677,0.142404617,0.198368072,0.22052997,0.160968377,0.161808133,0.146226027,0.205943721,0.17934731,0.157206852,0.183100598,0.187550003,0.149023064,0.162792372,0.182014545,0.204665235,0.170348587
410503,北关区,Beiguan District,安阳市,Anyang City,河南省,Henan Province,0.040814,0.042084853,0.042314763,0.059399593,0.063895827,0.048588355,0.047547412,0.044280815,0.059673062,0.053907538,0.046322463,0.053781156,0.055601879,0.044663087,0.048814749,0.053434435,0.060460656,0.053150808
410505,殷都区,Yindu District,安阳市,Anyang City,河南省,Henan Province,0.050263043,0.051038957,0.054292465,0.070604624,0.078961187,0.057892762,0.054266447,0.054524811,0.067898638,0.059758942,0.051950888,0.057933105,0.062928139,0.049940623,0.055703997,0.05999063,0.067171464,0.061535379
410506,龙安区,Long'an District,安阳市,Anyang City,河南省,Henan Province,0.175744754,0.169942861,0.156078293,0.240839007,0.270629906,0.206520859,0.189432676,0.192388387,0.252047555,0.204327286,0.207240957,0.232412043,0.260483841,0.164699522,0.191736151,0.23465502,0.242366362,0.212287795
410522,安阳县,Anyang County,安阳市,Anyang City,河南省,Henan Province,0.964138139,0.982635244,0.970269114,1.360543946,1.479698657,1.180915555,1.141939581,1.064767072,1.421740711,1.216994199,1.138427428,1.277066225,1.388457667,1.053733586,1.148276735,1.296247029,1.458102943,1.227953725
410523,汤阴县,Tangyin County,安阳市,Anyang City,河南省,Henan Province,0.552265956,0.512617388,0.513584294,0.740971363,0.819103846,0.612007695,0.588959222,0.548354309,0.784652642,0.662552464,0.603566837,0.738566611,0.755437944,0.550117266,0.671548136,0.740940742,0.81358332,0.666065953
410526,滑县,Hua County,安阳市,Anyang City,河南省,Henan Province,1.513484941,1.522124144,1.37466664,2.346448666,2.627274042,1.940979811,1.815678431,1.720103869,2.411955451,1.781338559,1.837773541,2.164932693,2.182568052,1.422013454,2.013634788,2.318265315,2.235818988,2.126875436
410527,内黄县,Neihuang County,安阳市,Anyang City,河南省,Henan Province,0.902943206,0.854208426,0.836882547,1.300316758,1.496306623,1.105901927,0.89816377,0.935361447,1.379724181,1.027048913,0.973567683,1.20958794,1.213956366,0.839816474,1.111861791,1.296581558,1.356216917,1.095318959
410581,林州市,Linzhou City,安阳市,Anyang City,河南省,Henan Province,2.339796653,2.202487685,2.253955612,3.011784453,3.046635601,2.75863629,2.736632388,2.467584676,2.960860973,2.641670217,2.514672171,2.545537321,2.983071276,2.410691755,2.684055137,2.844380993,3.090221257,2.688040738
410602,鹤山区,Heshan District,鹤壁市,Hebi City,河南省,Henan Province,0.113379205,0.106849008,0.107527978,0.156856514,0.172278372,0.143758745,0.1337441,0.13422321,0.165922726,0.141854878,0.140639683,0.148818796,0.178587111,0.124795745,0.14316819,0.163418769,0.173655633,0.147449297
410603,山城区,Shancheng District,鹤壁市,Hebi City,河南省,Henan Province,0.104323227,0.095924115,0.092075262,0.142463366,0.158258906,0.123213271,0.111547497,0.11515542,0.143274825,0.123719472,0.118548146,0.134846093,0.149226881,0.098223079,0.116173748,0.142623122,0.145809997,0.128071472
410611,淇滨区,Qibin District,鹤壁市,Hebi City,河南省,Henan Province,0.233377653,0.217013706,0.208460247,0.314432532,0.345276746,0.277622584,0.26014085,0.251141471,0.320436934,0.280259181,0.261010288,0.289242903,0.328050889,0.234030574,0.281121698,0.311490926,0.333005408,0.289452153
410621,浚县,Jun County,鹤壁市,Hebi City,河南省,Henan Province,0.89260558,0.869636116,0.833106197,1.274278628,1.405577169,1.060278332,1.041250744,0.976112465,1.313779144,1.095835042,1.033322166,1.244837066,1.232032878,0.853848789,1.152623316,1.261923849,1.323875555,1.147710424
410622,淇县,Qi County,鹤壁市,Hebi City,河南省,Henan Province,0.48907096,0.462287322,0.431031884,0.684659257,0.74002477,0.592895257,0.564954134,0.544263668,0.698177001,0.607492225,0.55008852,0.631382513,0.672171446,0.473977917,0.613173937,0.678591223,0.709056814,0.642417939
410702,红旗区,Hongqi District,新乡市,Xinxiang City,河南省,Henan Province,0.084054409,0.078206094,0.077442484,0.111827047,0.109438872,0.088928732,0.08373681,0.083827715,0.099556931,0.088886344,0.087300633,0.090534494,0.095494216,0.069279342,0.090131079,0.101040516,0.101929731,0.097222156
410703,卫滨区,Weibin District,新乡市,Xinxiang City,河南省,Henan Province,0.058983927,0.056308708,0.055047051,0.076206883,0.075191431,0.063299572,0.05651529,0.058317762,0.068779646,0.06300193,0.058784558,0.058488276,0.066647123,0.049478427,0.06207691,0.068607145,0.070515417,0.067908467
410704,凤泉区,Fengquan District,新乡市,Xinxiang City,河南省,Henan Province,0.106484394,0.09929892,0.097887243,0.135762056,0.130268314,0.107076323,0.105842915,0.109052518,0.125445379,0.118247349,0.114492013,0.11340352,0.126763225,0.094361549,0.121193383,0.137557011,0.141795781,0.135419225
410711,牧野区,Muye District,新乡市,Xinxiang City,河南省,Henan Province,0.08323782,0.076148602,0.077804699,0.103741073,0.099865872,0.080417246,0.074535758,0.076666271,0.090480507,0.082971429,0.078379626,0.080431869,0.088357489,0.066945214,0.081409946,0.092354336,0.089765134,0.086528632
